Horse Name,Age,Fleet Figure,Gender,Stable Name,Horse Price,Horse Status,Starts(W-P-S),Career Earnings,Largest Purse,Career Injuries,Horse ID
Byte Baron,Age 6,59,Stallion,OnlyFoalsAndHorses,"9,200.00",Ready to Race!,15 (1-2-0),"1,692.00",648.00,0,2
