Horse Name,Age,Fleet Figure,Gender,Stable Name,Horse Price,Horse Status,Starts(W-P-S),Career Earnings,Largest Purse,Career Injuries,Horse ID
Foal of Online Oathkeeper,Foal,00,Filly,RVA Racing,"65,000.00",Foal,0 (0-0-0),0.00,0.00,,3
