Horse Name,Age,Fleet Figure,Gender,Stable Name,Horse Price,Horse Status,Starts(W-P-S),Career Earnings,Largest Purse,Career Injuries,Horse ID
Sol Snatcher,Age 6,47,Mare,Shooting Stars,"82,000.00",Ready to Race!,36 (4-7-3),"29,086.62","9,024.00",0,1
